cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,IDdepsam,IDdepsmb,DEPSMRA,DEPSMRN,NTRCDSMJ,IDdeplam,IDdeplgb,DEPLGRA,DEPLGRN,TRNNIA,TRNNIN,NTRTMLGJ
"8822","0","293352","1125254","ADRIAN STATE BANK","Adrian","MN","56110","3/31/2012","11/15/2020","NM","322 Maine Ave.","ADRIAN BUILDING CORP","1","0","0","2","1","Nobles","","","10/23/1889","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Central","West","0","1","www.adrianstatebank.com","25911","2122","2232","152","14086","3977","7","0","0","0","0","335"
"31372","6824","405173","","ADVANCE BANK","Baltimore","MD","21215","3/31/2012","11/15/2020","SA","4801 Seton Dr.","","2","0","0","4","0","Baltimore City","12580","Baltimore-Columbia-Towson, MD","1/1/1957","10/16/1963","1/2/2012","Non-Stock","0","0","OCC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","","44705","4194","3779","339","25138","4417","12","0","0","518","1","2312"
"29864","4226","834979","1251256","ADVANTAGE BANK","Cambridge","OH","43725","3/31/2012","11/15/2020","NM","814 Wheeling Ave.","CAMCO FINANCIAL CORP","23","0","1","4","0","Guernsey","","","1/1/1891","5/2/1938","3/23/2011","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","","541523","58185","53954","2900","331601","59711","132","768","3","15498","16","12460"
"18152","15877","438050","1066928","ADVANTAGE BANK","Oklahoma City","OK","73141","3/31/2012","11/15/2020","NM","8001 Ne 23rd St.","SPENCER BANCSHARES INC","2","0","0","4","1","Oklahoma","36420","Oklahoma City, OK","11/17/1913","2/15/1960","11/10/2011","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","","36818","4277","2315","115","6664","10034","15","0","0","3425","5","251"
"57072","0","2927615","2926270","ADVANTAGE BANK","Loveland","CO","80537","3/31/2012","11/15/2020","NM","1475 N. Denver Ave.","ADVANTAGE BCORP INC","5","0","0","4","0","Larimer","22660","Fort Collins, CO","9/21/2000","9/21/2000","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","KANSAS CITY","Denver","Kansas City","Western","Western","0","1","","242823","7675","22041","568","178268","57340","143","0","0","6777","14","28646"
"10375","14584","189549","3155273","ADVANTAGE COMMUNITY BANK","Dorchester","WI","54425","3/31/2012","11/15/2020","NM","101 W. Ctr. St.","ADVANTAGE CMTY BANCSHARES INC","4","0","0","4","0","Clark","","","8/9/1906","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Chicago","Central","Central","0","1","","74654","7770","10143","467","39312","15356","41","448","1","2304","4","3665"
"34885","14544","965789","3823291","AFFILIATED BANK","Bedford","TX","76021","3/31/2012","11/15/2020","SA","500 Harwood Rd.","BANC AFFILIATED INC","3","0","0","4","0","Tarrant","19100","Dallas-Fort Worth-Arlington, TX","1/1/1959","6/1/1998","7/21/2011","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.affiliatedbank.com","144799","2727","9063","360","110962","59952","106","251","1","9203","9","2739"
"57264","0","3118447","3118456","AFFINITY BANK","Atlanta","GA","30328","3/31/2012","11/15/2020","NM","5660 New Northside Drive, #","ABB FINANCIAL GROUP INC","1","0","0","4","0","Fulton","12060","Atlanta-Sandy Springs-Roswell, GA","9/3/2002","9/3/2002","9/28/2010","Stock","0","0","FDIC","DIF","Atlanta","NEW YORK","Atlanta","Atlanta","Southern","Southeast","0","1","","174624","1954","0","0","102589","68833","170","0","0","25150","29","3917"
"57478","0","3179729","3930386","AFFINITY BANK OF PENNSYLVANIA","Wyomissing","PA","19610","3/31/2012","11/15/2020","NM","1310 Broadcasting Rd.","AFFINITY BCORP INC","5","0","0","5","0","Berks","39740","Reading, PA","4/11/2003","4/11/2003","3/31/2006","Stock","0","0","FDIC","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","0","1","","111074","4428","5586","229","42670","33877","45","298","1","5325","7","1364"
"35267","14939","2909330","","AIG FEDERAL SAVINGS BANK","Wilmington","DE","19801","3/31/2012","11/15/2020","SA","600 N. King St, # 2","","1","0","0","5","0","New Castle","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","5/15/2000","5/15/2000","7/21/2011","Stock","0","1","OCC","DIF","New York","NEW YORK","Claymont","Philadelphia","Northeastern","Northeast","0","1","","200612","3374","534275","88157","147978","103178","268","7570","25","0","0","52458"
"3304","0","1006951","3183959","AIMBANK","Littlefield","TX","79339","3/31/2012","11/15/2020","NM","337 Phelps Ave.","AIM BANCSHARES INC","7","0","0","4","1","Lamb","","","9/19/1925","1/1/1934","1/27/2012","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","aim.bank","158925","11237","8059","320","99359","129530","153","601","2","84915","86","19988"
"35224","0","2905565","3489419","ALABAMA TRUST BANK, NATIONAL ASSOCIATION","Sylacauga","AL","35150","3/31/2012","11/15/2020","N","101 W. Fort Williams St.","GUARDIAN BANCSHARES INC","1","0","0","4","1","Talladega","","","4/14/2000","4/14/2000","2/24/2011","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","","37836","2749","2914","123","18087","4430","13","0","0","2920","8","505"
"35314","0","2877484","3047583","ALAMERICA BANK","Birmingham","AL","35205","3/31/2012","11/15/2020","NM","2170 Highland Ave.","ALAMERICA BANCCORP INC","1","0","0","4","1","Jefferson","13820","Birmingham-Hoover, AL","1/28/2000","1/28/2000","2/24/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","http://alamericabank.com","16135","539","1213","28","14637","3475","10","0","0","0","0","1362"
"13947","0","869953","1061222","ALAMOSA STATE BANK","Alamosa","CO","81101","3/31/2012","11/15/2020","NM","2225 Main St.","ALAMOSA BCORP LTD","2","0","0","4","1","Alamosa","","","3/1/1907","2/23/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","http://www.alamosastatebank.com","85112","7996","5551","244","33231","68626","75","0","0","10335","17","7780"
"57845","0","3333848","3382891","ALARION BANK","Ocala","FL","34470","3/31/2012","11/15/2020","NM","One N.E. 1st Ave.","ALARION FINANCIAL SERVICES INC","6","0","0","4","0","Marion","36100","Ocala, FL","2/28/2005","2/28/2005","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Gainesville","Atlanta","Southern","Southeast","0","1","","184296","8081","12110","388","111236","45342","95","260","1","12686","20","7068"
"29849","4202","983372","3796117","ALASKA PACIFIC BANK","Juneau","AK","99801","3/31/2012","11/15/2020","SA","2094 Jordan Ave.","ALASKA PACIFIC BANCSHARES INC","5","0","0","4","0","Juneau","","","1/1/1936","3/24/1937","7/21/2011","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","Western","0","1","","115850","10370","6203","489","29593","18811","40","953","3","6343","12","2700"
"17230","0","2732","1208933","ALBANY BANK AND TRUST COMPANY NATIONAL ASSOCIATION","Chicago","IL","60625","3/31/2012","11/15/2020","N","3424 W. Lawrence Ave.","ALBANK CORP","4","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","6/27/1953","6/27/1953","3/31/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.albanybank.com","227699","10161","15185","581","113643","211771","208","590","2","31134","41","113176"
"34106","14711","2332666","2333159","ALBINA COMMUNITY BANK","Portland","OR","97212","3/31/2012","11/15/2020","NM","2002 N.E. Martin Luther King","NORTHEAST PORTLAND CMTY DEVELOPMENT TR","5","0","0","4","0","Multnomah","38900","Portland-Vancouver-Hillsboro, OR-WA","12/19/1995","12/19/1995","4/21/2011","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Portland","San Francisco","Western","West","0","1","","102949","9605","2536","203","33991","17412","43","308","1","7044","14","2762"
"17622","12071","388744","","ALDEN STATE BANK","Alden","MI","49612","3/31/2012","11/15/2020","NM","Coy &helena St.","","4","0","0","4","0","Antrim","","","1/1/1934","6/22/1956","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Grand Rapids","Chicago","Central","Central","0","1","http://www.aldenbank.com","103133","11295","9821","481","33049","24726","52","993","3","6264","7","3197"
"9831","0","414102","","ALDEN STATE BANK","Alden","NY","14004","3/31/2012","11/15/2020","SM","13216 Broadway","","2","0","0","5","0","Erie","15380","Buffalo-Cheektowaga-Niagara Falls, NY","10/5/1916","1/1/1934","5/1/2009","Stock","0","0","FED","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","WWW.ALDENSTATE.COM","166420","19422","16477","918","65003","24973","32","0","0","1883","5","9020"
"3931","10999","933256","2067007","ALERUS FINANCIAL, NATIONAL ASSOCIATION","Grand Forks","ND","58201","3/31/2012","11/15/2020","N","401 Demers Ave.","ALERUS FINANCIAL CORP","16","0","1","4","0","Grand Forks","24220","Grand Forks, ND-MN","9/30/1933","1/1/1934","2/1/2012","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","http://www.alerus.com","588194","42461","40396","8483","221541","412597","429","1061","4","98564","108","33544"
"13080","0","585235","1201989","ALGONQUIN STATE BANK, NATIONAL ASSOCIATION","Algonquin","IL","60102","3/31/2012","11/15/2020","N","2400 Huntington Dr. N.","FIRST ALGONQUIN CO","4","0","0","7","1","Mchenry","16980","Chicago-Naperville-Elgin, IL-IN-WI","3/3/1902","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","http://www.algonquinstatebank.com","90024","7617","8124","602","23896","35735","62","0","0","3296","8","15564"
"20093","16002","25357","","ALL AMERICA BANK","Oklahoma City","OK","73128","3/31/2012","11/15/2020","NM","200 S. Rockwell Ave.","","2","0","0","4","1","Oklahoma","36420","Oklahoma City, OK","12/22/1969","12/22/1969","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","https://www.allamerica.bank","86471","6270","1987","89","12402","23244","34","0","0","956","3","3224"
"6058","0","1829","1247419","ALLEGHENY VALLEY BANK OF PITTSBURGH","Pittsburgh","PA","15201","3/31/2012","11/15/2020","NM","5137 Butler St.","ALLEGHENY VALLEY BCORP INC","9","0","0","4","0","Allegheny","38300","Pittsburgh, PA","10/15/1900","1/1/1934","2/2/2007","Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Cleveland","Northeastern","Northeast","0","1","","245443","23273","19124","1607","99449","73597","122","3969","6","21504","44","12928"
"58629","0","3579589","3744239","ALLEGIANCE BANK TEXAS","Houston","TX","77040","3/31/2012","11/15/2020","NM","8727 W. Sam Houston Pkwy. N.","ALLEGIANCE BANCSHARES INC","8","0","0","4","0","Harris","26420","Houston-The Woodlands-Sugar Land, TX","10/15/2007","10/15/2007","5/8/2009","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","www.allegiancebank.com","293215","7570","4348","149","155846","285280","414","260","1","86212","127","53984"
"15062","0","704326","","ALLENDALE COUNTY BANK","Fairfax","SC","29827","3/31/2012","11/15/2020","NM","Seventh St. &pickens","","5","0","0","8","0","Allendale","","","6/1/1933","3/21/1935","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","","47792","5387","2670","134","22932","2557","10","0","0","2557","10","0"
"34930","0","2694944","2695727","ALLIANCE BANK","Topeka","KS","66614","3/31/2012","11/15/2020","NM","3001 S.W. Wanamaker Rd.","NEW MILLENNIUM BANKSHARES INC","2","0","0","4","0","Shawnee","45820","Topeka, KS","9/3/1998","9/3/1998","2/20/2009","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","http://www.alliancebankks.com","56965","2823","3308","118","37071","18060","33","251","1","7045","10","510"
"12511","11730","21658","1126082","ALLIANCE BANK","Mondovi","WI","54755","3/31/2012","11/15/2020","NM","245 S. Eau Claire St.","GEBSCO INC","5","0","0","2","1","Buffalo","","","1/1/1900","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Minneapolis","Central","Central","0","1","www.alliancebank.us","104819","11452","13335","1053","56266","15313","31","941","3","1902","3","2752"
"34566","0","2619714","3253629","ALLIANCE BANK","Cape Girardeau","MO","63701","3/31/2012","11/15/2020","NM","217 N. Kingshighway","ALLIANCE BANCSHARES INC","3","0","0","2","0","Cape Girardeau","16020","Cape Girardeau, MO-IL","10/23/1997","10/23/1997","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.alliancebanking.com","102476","6208","4069","272","39803","24847","47","253","1","4991","11","7629"
"10973","12291","166652","1127146","ALLIANCE BANK","Lake City","MN","55041","3/31/2012","11/15/2020","NM","105 E. Lyon Ave.","ALLIANCE FINL SERVICES INC","13","0","1","4","1","Wabasha","40340","Rochester, MN","1/1/1867","1/1/1934","2/21/2007","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.alliancebanks.com","331894","4975","17670","1787","171612","162654","219","1811","5","51070","58","25284"
"197","9807","493741","1138405","ALLIANCE BANK","Francesville","IN","47946","3/31/2012","11/15/2020","NM","101 W. Montgomery St.","ALLIANCE BCORP","7","0","0","2","1","Pulaski","","","7/3/1930","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.myalliancebank.com","188161","15438","5555","534","49598","62006","124","708","2","16071","32","8806"
"11569","10383","176464","2127068","ALLIANCE BANK","Sulphur Springs","TX","75482","3/31/2012","11/15/2020","NM","100 Jefferson St.","ALLIANCE BANCSHARES INC","11","0","0","4","1","Hopkins","","","6/16/1927","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","alliancebank.com","359012","34096","22905","857","155708","113876","150","1078","3","16370","36","0"
"57733","0","3276543","3706684","ALLIANCE BANK & TRUST COMPANY","Gastonia","NC","28054","3/31/2012","11/15/2020","NM","292 W. Main Ave","AB&T FINANCIAL CORP","6","0","0","4","0","Gaston","16740","Charlotte-Concord-Gastonia, NC-SC","9/8/2004","9/8/2004","9/3/2008","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Charlotte","Richmond","Northeastern","Southeast","0","1","www.alliancebanknc.com","146183","3233","2836","92","91012","32212","68","0","0","3043","5","421"
"15657","0","601658","3615441","ALLIANCE BANK CENTRAL TEXAS","Waco","TX","76710","3/31/2012","11/15/2020","NM","4721 Bosque Blvd","ABCT HOLDINGS INC","3","0","0","4","0","Mclennan","47380","Waco, TX","3/16/1939","3/20/1939","1/11/2010","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","https://www.alliancebanktexas.com","103248","5650","4375","133","51516","88195","104","1355","4","8420","15","22083"
"34664","0","2712978","3123638","ALLIANCE BANK CORPORATION","Fairfax","VA","22033","3/31/2012","11/15/2020","SM","12735 Shoppes Ln.","ALLIANCE BANKSHARES CORP","6","0","0","4","0","Fairfax","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","11/16/1998","11/16/1998","3/31/2006","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","","231783","4943","8413","682","180932","139683","169","798","3","111728","117","8196"
"7237","11143","814216","1140510","ALLIANCE BANK, NATIONAL ASSOCIATION","Syracuse","NY","13202","3/31/2012","11/15/2020","N","120 Madison St, Mony Tower I","ALLIANCE FINANCIAL CORP","28","0","0","9","0","Onondaga","45060","Syracuse, NY","12/12/1851","1/1/1934","10/6/2006","Stock","0","1","OCC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","","623271","82766","35790","2404","214483","447112","417","778","2","63491","103","53191"
"57424","0","3177378","","ALLIANCE BANKING COMPANY","Winchester","KY","40391","3/31/2012","11/15/2020","NM","695 Bullion Blvd.","","1","0","0","4","0","Clark","30460","Lexington-Fayette, KY","3/12/2003","3/12/2003","3/31/2008","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","","47188","1679","2268","64","30034","5177","16","271","1","0","0","929"
"35173","0","2855071","3187751","ALLIANCE NATIONAL BANK","Dalton","GA","30720","3/31/2012","11/15/2020","N","210 W. Morris St.","ALLIANCE BANCSHARES INC","2","0","0","4","0","Whitfield","19140","Dalton, GA","10/25/1999","10/25/1999","3/31/2006","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","","113078","3621","3574","148","86006","19314","41","261","1","4763","9","2533"
"1946","11748","35057","2352253","ALLIANT BANK","Madison","MO","65263","3/31/2012","11/15/2020","NM","101 E. Broadway","NEMO BANCSHARES INC","7","0","0","2","1","Monroe","","","2/20/1888","1/1/1934","7/22/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","0","1","http://www.alliantbank.com","76382","7292","2461","149","32407","15568","32","0","0","980","3","3051"
"15083","0","320856","","ALLIANT BANK","Sedgwick","KS","67135","3/31/2012","11/15/2020","NM","514 N Commercial Ave.","","1","0","0","7","0","Harvey","48620","Wichita, KS","5/8/1894","4/2/1935","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","","10973","910","524","31","5507","3031","6","0","0","259","1","0"
"91","0","28349","2576424","ALLIED BANK","Mulberry","AR","72947","3/31/2012","11/15/2020","SM","311 Main St.","ACME HOLDING EMPLOYEE STK OWNERSHIP PLAN","10","0","0","4","1","Crawford","22900","Fort Smith, AR-OK","3/4/1902","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Southeast","0","1","","108625","6923","9958","543","81546","26976","44","701","2","5281","8","14759"
"55130","0","2140348","3051580","ALLIED FIRST BANK,SB","Oswego","IL","60543","3/31/2012","11/15/2020","SB","3201 Orchard Rd","ALLIED FIRST BCORP INC","1","0","0","5","0","Kendall","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/3/1994","9/1/2001","6/25/2007","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","http://www.alliedfirst.com","104928","13427","5212","272","70026","7157","19","0","0","1475","4","3295"
