cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,webaddr,ntlnlsr,ntrer,ntrecosr,ntrenrsr,ntremulr,ntreresr,ntrelocr,ntreothr,idntcir,idntconr,idntcrdr,idntcoor,idntator,idntcotr,ntcomrer
"32304","8120","312570","","ADAMS COUNTY BUILDING AND LOAN COMPANY","West Union","OH","45693","12/31/2014","8/25/2021","SA","201 W. Main St.","","2","0","0","8","0","Adams","","","1/22/1907","4/4/1985","1/4/2012","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","0","1","","0","0","","0","0","0","","0","","0","","0","","0",""
"58697","18056","3603765","4564724","ADAMS DAIRY BANK","Blue Springs","MO","64014","12/31/2014","8/25/2021","NM","651 Ne Coronado Dr.","ADAMS DAIRY BANCSHARES INC","1","0","0","4","0","Jackson","28140","Kansas City, MO-KS","1/3/2008","1/3/2008","3/3/2014","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","","0","0","0","0","0","0","0","0","0","0","","0","0","0",""
"9812","0","332756","","ADAMS STATE BANK","Adams","NE","68301","12/31/2014","8/25/2021","NM","649 Main St.","","1","0","0","2","1","Gage","","","1/18/1918","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","Western","0","1","www.adamsstate.com","-3.10614741085357E-02","0","0","0","0","0","","0","0","-0.41405962458594","","-0.41405962458594","-0.445986124876115","0",""
"28380","1473","101671","2467474","ADIRONDACK BANK","Utica","NY","13501","12/31/2014","8/25/2021","SM","185 Genesee St.","ADIRONDACK BCORP INC","19","0","0","4","0","Oneida","46540","Utica-Rome, NY","1/1/1898","1/25/1936","1/1/2014","Stock","0","0","FED","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","www.adirondackbank.com","0.19103370513577","0.207907378699937","0","0.495087346918459","0","5.09037583219522E-02","0","6.78045325166013E-02","0.161813675810559","-0.110439037651217","","-0.110439037651217","-0.357979692788336","-2.29927342959625E-02",""
"27015","13964","541307","4184177","ADMIRALS BANK","Boston","MA","2116","12/31/2014","8/25/2021","SA","579 Boylston St.","LAZARES&COMPANY LLC","2","0","1","4","0","Suffolk","14460","Boston-Cambridge-Newton, MA-NH","1/1/1967","7/20/1987","6/28/2013","Stock","0","0","OCC","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","www.ethicwealthbank.com","0.399542962466418","0.339273011091175","2.20470336718332","0.200029960434603","-2.59237496111438E-02","0.501277989368595","2.74567229747398","0.454041131173308","0","1.40976746256696","","1.40976746256696","3.01005799867851","0.323826130277743",""
"8251","0","94858","1399505","ADRIAN BANK","Adrian","MO","64720","12/31/2014","8/25/2021","SM","130 E. Main St.","ADRIAN BANCSHARES INC","3","0","0","2","1","Bates","28140","Kansas City, MO-KS","10/18/1932","1/1/1934","1/1/2012","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","www.adrianbank.com","0.214132762312634","-0.114652191827448","0","-0.319801722931782","","0","","0","1.68784917379783","0.565995019243831","","0.565995019243831","0","1.15473441108545",""
"8822","0","293352","1125254","ADRIAN STATE BANK","Adrian","MN","56110","12/31/2014","8/25/2021","NM","322 Maine Ave.","ADRIAN BUILDING CORP","1","0","0","2","1","Nobles","","","10/23/1889","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Central","West","0","1","www.adrianstatebank.com","-4.02061772770769E-02","0","","0","0","0","","0","0","0","","0","0","0",""
"18152","15877","438050","1066928","ADVANTAGE BANK","Oklahoma City","OK","73141","12/31/2014","8/25/2021","NM","8001 Ne 23rd St.","SPENCER BANCSHARES INC","2","0","0","4","1","Oklahoma","36420","Oklahoma City, OK","11/17/1913","2/15/1960","11/10/2011","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","","0.188458353559293","1.36844770134997E-02","4.14447644901258E-02","0","0","0","","0","0","1.47069122487569","","1.47069122487569","2.36779794790845","0.755287009063444",""
"57072","0","2927615","","ADVANTAGE BANK","Loveland","CO","80537","12/31/2014","8/25/2021","NM","1475 N. Denver Ave.","","4","0","0","4","0","Larimer","22660","Fort Collins, CO","9/21/2000","9/21/2000","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","KANSAS CITY","Denver","Kansas City","Western","Western","0","1","","0","0","0","0","0","0","0","0","0","0","","0","0","0","0"
"10375","14584","189549","3155273","ADVANTAGE COMMUNITY BANK","Dorchester","WI","54425","12/31/2014","8/25/2021","NM","101 W. Ctr. St.","ADVANTAGE CMTY BANCSHARES INC","4","0","0","4","0","Clark","","","8/9/1906","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Chicago","Central","Central","0","1","","0.13210068237582","0.12460842526827","0","0.362448411509429","0","3.96033900501883E-02","-8.44202439745051E-02","6.51120795930061E-02","0.25025025025025","0","0","0","0","0",""
"34885","14544","965789","3823291","AFFILIATED BANK","Bedford","TX","76021","12/31/2014","8/25/2021","SA","500 Harwood Rd.","BANCAFFILIATED INC","4","0","0","4","0","Tarrant","19100","Dallas-Fort Worth-Arlington, TX","1/1/1959","6/1/1998","7/21/2011","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.susserbank.com","1.85064719413999E-02","2.75517864469216E-02","0","0","0","6.86076984630517E-02","0","6.90413236247105E-02","-0.126000736619691","-2.57128898716927E-02","","-2.57128898716927E-02","0","-3.09367652518253E-02",""
"57264","0","3118447","3118456","AFFINITY BANK","Atlanta","GA","30328","12/31/2014","8/25/2021","NM","5660 New Northside Drive, #","ABB FINANCIAL GROUP INC","1","0","0","4","0","Fulton","12060","Atlanta-Sandy Springs-Roswell, GA","9/3/2002","9/3/2002","9/28/2010","Stock","0","0","FDIC","DIF","Atlanta","NEW YORK","Atlanta","Atlanta","Southern","Southeast","0","1","","0.138392606296968","0.266789610197005","0.350529604511164","0.267977027316732","0","0","0","0","-1.32933155301374E-02","0","","0","0","0","0"
"35267","14939","2909330","1562176","AIG FEDERAL SAVINGS BANK","Wilmington","DE","19809","12/31/2014","8/25/2021","SA","503 Carr Rd, # 130","AMERICAN INTL GROUP INC","1","0","0","5","0","New Castle","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","5/15/2000","5/15/2000","12/15/2014","Stock","0","1","OCC","DIF","New York","NEW YORK","Claymont","Philadelphia","Northeastern","Northeast","0","0","","","","","","","","","","","","","","","",""
"3304","0","1006951","3183959","AIMBANK","Littlefield","TX","79339","12/31/2014","8/25/2021","NM","337 Phelps Ave.","AIM BANCSHARES INC","12","0","0","4","1","Lamb","","","9/19/1925","1/1/1934","3/21/2014","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","","-9.20358326174991E-03","3.37610365303925E-02","0","8.12941106424296E-02","0","0","0","0","-0.116537799505764","-0.230627306273063","","-0.230627306273063","-0.147907114332199","-0.280095527316685","0"
"35314","0","2877484","3047583","ALAMERICA BANK","Birmingham","AL","35205","12/31/2014","8/25/2021","NM","2170 Highland Ave.","ALAMERICA BANCCORP INC","1","0","0","4","1","Jefferson","13820","Birmingham-Hoover, AL","1/28/2000","1/28/2000","2/24/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","http://alamericabank.com","0.16136395837597","0.207583100930514","0","0.433005872642148","0","0.605222203008819","0","0.637232589895312","0","-1.28139415684264","","-1.28139415684264","","-1.28139415684264",""
"13947","0","869953","1061222","ALAMOSA STATE BANK","Alamosa","CO","81101","12/31/2014","8/25/2021","NM","2225 Main St.","ALAMOSA BCORP LTD","2","0","0","8","1","Alamosa","","","3/1/1907","2/23/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","http://www.alamosastatebank.com","4.59122158433076E-02","4.50323506596513E-02","0","-6.3287934788112E-03","0","0.146118559713785","0","0.149233482566816","-2.14417427848536E-02","0.138553501444915","0.919117647058824","0.121373953149654","1.91431524943528E-02","0.235899635427836",""
"17230","0","2732","1208933","ALBANY BANK AND TRUST COMPANY NATIONAL ASSOCIATION","Chicago","IL","60625","12/31/2014","8/25/2021","N","3424 W. Lawrence Ave.","ALBANK CORP","4","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","6/27/1953","6/27/1953","3/31/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.albanybank.com","1.4969294900539","1.31478384710472","-0.913634062039055","1.50802818138218","0.687806480733742","2.28562364358692","0","2.99514352123056","3.54298636178491","0","","0","0","0",""
"34106","14711","2332666","3842649","ALBINA COMMUNITY BANK","Portland","OR","97212","12/31/2014","8/25/2021","NM","2002 N.E. Martin Luther King","BENEFICIAL STATE FOUNDATION","5","0","0","4","0","Multnomah","38900","Portland-Vancouver-Hillsboro, OR-WA","12/19/1995","12/19/1995","10/23/2013","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Portland","San Francisco","Western","West","0","1","","-0.272591131400236","-0.448658605556416","0","0","-6.9451261411603","-9.52453520268211E-03","-1.75889119499068E-02","0","0.037051369665632","3.45247766043867","3.61776447105788","2.7292576419214","","2.7292576419214",""
"17622","12071","388744","","ALDEN STATE BANK","Alden","MI","49612","12/31/2014","8/25/2021","NM","Coy &helena St.","","4","0","0","4","0","Antrim","","","1/1/1934","6/22/1956","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Grand Rapids","Chicago","Central","Central","0","1","http://www.aldenbank.com","0.181504147245447","0.179426859346431","-0.519210799584631","0.129659790906527","0","0.357625524583297","-0.129894228984969","0.415721342868389","0.410119150405802","-0.208855472013367","1.70233463035019","-0.388411624931457","-0.059733588196643","-1.4582928251993",""
"9831","0","414102","","ALDEN STATE BANK","Alden","NY","14004","12/31/2014","8/25/2021","SM","13216 Broadway","","2","0","0","5","0","Erie","15380","Buffalo-Cheektowaga-Niagara Falls, NY","10/5/1916","1/1/1934","5/1/2009","Stock","0","0","FED","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","WWW.ALDENSTATE.COM","0.141260307847758","0.100750930266923","0","0.472987176792096","0","2.38949387333771E-02","","2.38949387333771E-02","0.220016193191819","0.718907260963336","","0.718907260963336","0.301906322780989","1.04475599892154",""
"3931","10999","933256","2067007","ALERUS FINANCIAL, NATIONAL ASSOCIATION","Grand Forks","ND","58201","12/31/2014","8/25/2021","N","401 Demers Ave.","ALERUS FINANCIAL CORP","16","0","1","4","0","Grand Forks","24220","Grand Forks, ND-MN","9/30/1933","1/1/1934","6/25/2014","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","http://www.alerus.com","-0.06004545008244","-2.75153282595752E-02","-0.601953435989048","-4.10201366141466E-02","-0.111048046788244","2.92264506174937E-02","0.136644186946065","-2.20976273174887E-02","-0.20333492754176","6.19934200472303E-02","","6.19934200472303E-02","0.143880921783966","-0.161066907193248",""
"13080","0","585235","1201989","ALGONQUIN STATE BANK, NATIONAL ASSOCIATION","Algonquin","IL","60102","12/31/2014","8/25/2021","N","2400 Huntington Dr. N.","FIRST ALGONQUIN CO","4","0","0","7","1","Mchenry","16980","Chicago-Naperville-Elgin, IL-IN-WI","3/3/1902","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","http://www.algonquinstatebank.com","3.80810414409924","4.1233742643319","0","12.9612711670854","0","0","0","0","0","0","","0","0","0",""
"20093","16002","25357","","ALL AMERICA BANK","Oklahoma City","OK","73128","12/31/2014","8/25/2021","NM","200 S. Rockwell Ave.","","2","0","0","4","1","Oklahoma","36420","Oklahoma City, OK","12/22/1969","12/22/1969","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","https://www.allamerica.bank","0.449299562100576","0","0","0","0","0","0","0","0","28.2657657657658","","28.2657657657658","0","46.9685628742515",""
"6058","0","1829","1247419","ALLEGHENY VALLEY BANK OF PITTSBURGH","Pittsburgh","PA","15201","12/31/2014","8/25/2021","NM","5137 Butler St.","ALLEGHENY VALLEY BCORP INC","9","0","0","4","0","Allegheny","38300","Pittsburgh, PA","10/15/1900","1/1/1934","2/2/2007","Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Cleveland","Northeastern","Northeast","0","1","","5.98143018157604E-02","3.13764332457903E-02","0","0","0","6.18043874433529E-02","9.25990230803065E-02","0.059409576823784","0.42157276051726","0.411579091782137","0.551419906258616","0.273074822501365","0","0.29753049687593",""
"58629","0","3579589","3744239","ALLEGIANCE BANK TEXAS","Houston","TX","77040","12/31/2014","8/25/2021","NM","8727 W. Sam Houston Pkwy. N.","ALLEGIANCE BANCSHARES INC","11","0","0","4","0","Harris","26420","Houston-The Woodlands-Sugar Land, TX","10/15/2007","10/15/2007","4/8/2014","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","www.allegiancebank.com","0.060602933051864","0","0","0","0","0","0","0","0.259259581721426","0.246084053753317","","0.246084053753317","0","0.331995727359335","0"
"197","9807","493741","1138405","ALLIANCE BANK","Francesville","IN","47946","12/31/2014","8/25/2021","NM","101 W. Montgomery St.","ALLIANCE BCORP","7","0","0","2","1","Pulaski","","","7/3/1930","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.myalliancebank.com","-0.104729766757067","6.87699932117362E-02","0","0","0","0.25490695895998","0.588528226719181","0.18086089787388","-1.058506543495","0.459506031016657","","0.516944284893739","0","0.855350693784452",""
"11569","10383","176464","2127068","ALLIANCE BANK","Sulphur Springs","TX","75482","12/31/2014","8/25/2021","NM","100 Jefferson St.","ALLIANCE BANCSHARES INC","11","0","0","4","1","Hopkins","","","6/16/1927","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","alliancebank.com","5.36997338484714E-02","1.25431825189846E-02","6.43588995486296E-02","0","0","1.98496718187593E-02","","1.98496718187593E-02","4.44462402521314E-02","1.11425046758725","500","1.07454133004338","-0.030484087306426","1.60994919059435",""
"12511","11730","21658","1126082","ALLIANCE BANK","Mondovi","WI","54755","12/31/2014","8/25/2021","NM","245 S. Eau Claire St.","GEBSCO INC","5","0","0","2","1","Buffalo","","","1/1/1900","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Minneapolis","Central","Central","0","1","www.alliancebank.us","0.250309410243217","0.222915047694532","0","0","0","0.660267385523296","0","0.693560885079353","0.695539274784383","0.142000071000036","0","0.144315762889202","0","0.208203206329377",""
"10973","12291","166652","1127146","ALLIANCE BANK","Lake City","MN","55041","12/31/2014","8/25/2021","NM","105 E. Lyon Ave.","ALLIANCE FINL SERVICES INC","10","0","0","4","1","Wabasha","40340","Rochester, MN","1/1/1867","1/1/1934","2/21/2007","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.alliancebanks.com","-8.43237416772693E-02","-6.69122301780718E-02","-0.228392602023461","-1.50893684246437E-02","0","-0.16663282934883","-2.88750288750289E-02","-0.216383629926638","-0.19124183658682","-0.097799511002445","","-0.097799511002445","0","-0.197267840410317",""
"34566","0","2619714","3253629","ALLIANCE BANK","Cape Girardeau","MO","63701","12/31/2014","8/25/2021","NM","217 N. Kingshighway","ALLIANCE BANCSHARES INC","3","0","0","2","0","Cape Girardeau","16020","Cape Girardeau, MO-IL","10/23/1997","10/23/1997","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.alliancebanking.com","0.191992507609459","5.22364670238646E-02","0","9.92048350910395E-02","0","7.24952878062926E-02","0","8.85412255645466E-02","0","-5.46368470896773E-02","","-5.46368470896773E-02","-0.168135046069003","7.94596742153357E-02",""
"34930","0","2694944","2695727","ALLIANCE BANK","Topeka","KS","66614","12/31/2014","8/25/2021","NM","3001 S.W. Wanamaker Rd.","NEW MILLENNIUM BANKSHARES INC","2","0","0","4","0","Shawnee","45820","Topeka, KS","9/3/1998","9/3/1998","2/20/2009","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","http://www.alliancebankks.com","9.29105787296715E-02","0.065163853385824","-0.108847091605712","0","-4.42282176028306E-02","0.191144024291675","0.199737487873081","0.18910996744607","0.205228874810386","0.106598443662723","","0.106598443662723","0","0.18896447467876",""
"57733","0","3276543","3706684","ALLIANCE BANK & TRUST COMPANY","Gastonia","NC","28054","12/31/2014","8/25/2021","NM","292 W. Main Ave","AB&T FINANCIAL CORP","6","0","0","4","0","Gaston","16740","Charlotte-Concord-Gastonia, NC-SC","9/8/2004","9/8/2004","9/3/2008","Stock","0","0","FDIC","DIF","Atlanta","DALLAS","Charlotte","Richmond","Northeastern","Southeast","0","1","www.alliancebanknc.com","0.698596984389684","0.702268854648494","1.49011507819416","0.365283459964933","6.23972884141331","0.522381129271917","0.120559395595563","0.606625700708853","3.22372662798195E-02","14.5228215767635","","14.5228215767635","5.1440329218107","17.2311348781937","0"
"15657","0","601658","3615441","ALLIANCE BANK CENTRAL TEXAS","Waco","TX","76710","12/31/2014","8/25/2021","NM","4721 Bosque Blvd","ABCT HOLDINGS INC","3","0","0","4","0","Mclennan","47380","Waco, TX","3/16/1939","3/20/1939","1/11/2010","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","https://www.alliancebanktexas.com","0.364625800481892","0.501784239115508","-0.288550323176362","-1.86946637951663E-02","0","0.854680400810921","0","0.861412509777032","-1.27378989959538","0.147923523538331","","0.147923523538331","6.46788694133627E-02","0.259067357512953",""
"57424","0","3177378","","ALLIANCE BANKING COMPANY","Winchester","KY","40391","12/31/2014","8/25/2021","NM","695 Bullion Blvd.","","1","0","0","4","0","Clark","30460","Lexington-Fayette, KY","3/12/2003","3/12/2003","8/27/2014","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","","0.468957503320053","6.26761315363081E-02","0.246204349610176","0","0","5.64215214251324E-02","0","5.85800203077404E-02","4.89085667215815","0.819821461104026","","0.819821461104026","0.447494033412888","1.40383715489003",""
